日期,活动名,玩家,桌号,胜负,时长
2026-01-19,深夜桌游局,玩家029,4,负,25
2026-01-19,深夜桌游局,玩家027,4,平,25
2026-01-19,深夜桌游局,玩家039,4,平,25
2026-01-19,深夜桌游局,玩家039,3,负,77
2026-01-19,深夜桌游局,玩家001,3,胜,77
2026-01-19,深夜桌游局,玩家011,3,负,77
2026-01-19,深夜桌游局,玩家027,3,平,77
2026-01-19,深夜桌游局,玩家039,2,胜,100
2026-01-19,深夜桌游局,玩家012,2,胜,100
2026-01-19,深夜桌游局,玩家016,2,平,100
2026-01-19,深夜桌游局,玩家029,2,平,100
2026-01-19,深夜桌游局,玩家011,2,胜,100
2026-01-19,深夜桌游局,玩家027,2,平,100
2026-01-20,节日特别场,玩家042,1,平,78
2026-01-20,节日特别场,玩家035,1,负,78
2026-01-20,节日特别场,玩家038,1,胜,78
2026-01-20,节日特别场,玩家043,1,胜,78
2026-01-20,节日特别场,玩家041,1,胜,78
2026-01-20,节日特别场,玩家028,1,负,72
2026-01-20,节日特别场,玩家042,1,负,72
2026-01-20,节日特别场,玩家038,1,平,72
2026-01-20,节日特别场,玩家013,1,负,72
2026-01-20,节日特别场,玩家050,1,负,72
2026-01-20,节日特别场,玩家035,3,平,20
2026-01-20,节日特别场,玩家018,3,平,20
2026-01-20,节日特别场,玩家038,3,平,20
2026-01-20,节日特别场,玩家042,3,胜,20
2026-01-20,节日特别场,玩家050,5,负,33
2026-01-20,节日特别场,玩家038,5,平,33
2026-01-20,节日特别场,玩家008,5,负,33
2026-01-20,节日特别场,玩家042,5,平,33
2026-01-20,节日特别场,玩家015,1,胜,88
2026-01-20,节日特别场,玩家035,1,胜,88
2026-01-20,节日特别场,玩家018,1,平,88
2026-01-20,节日特别场,玩家041,1,负,88
2026-01-20,节日特别场,玩家050,1,平,88
2026-01-20,节日特别场,玩家038,1,负,88
2026-01-20,策略桌游会,玩家033,3,平,20
2026-01-20,策略桌游会,玩家021,3,平,20
2026-01-20,策略桌游会,玩家017,3,负,20
2026-01-20,策略桌游会,玩家032,3,平,20
2026-01-20,策略桌游会,玩家035,3,平,20
2026-01-20,策略桌游会,玩家002,3,胜,20
2026-01-20,策略桌游会,玩家002,3,胜,40
2026-01-20,策略桌游会,玩家039,3,胜,40
2026-01-20,策略桌游会,玩家029,3,平,40
2026-01-20,策略桌游会,玩家003,3,负,40
2026-01-20,策略桌游会,玩家032,3,胜,40
2026-01-20,策略桌游会,玩家017,1,平,102
2026-01-20,策略桌游会,玩家045,1,胜,102
2026-01-20,策略桌游会,玩家033,1,负,102
2026-01-20,策略桌游会,玩家021,1,平,102
2026-01-20,策略桌游会,玩家028,1,胜,102
2026-01-21,三国杀争霸,玩家007,1,平,36
2026-01-21,三国杀争霸,玩家022,1,平,36
2026-01-21,三国杀争霸,玩家023,1,胜,36
2026-01-21,三国杀争霸,玩家006,1,胜,36
2026-01-21,三国杀争霸,玩家027,1,负,36
2026-01-21,三国杀争霸,玩家041,5,平,62
2026-01-21,三国杀争霸,玩家006,5,平,62
2026-01-21,三国杀争霸,玩家023,5,负,62
2026-01-21,三国杀争霸,玩家022,5,平,62
2026-01-21,三国杀争霸,玩家022,5,胜,41
2026-01-21,三国杀争霸,玩家007,5,负,41
2026-01-21,三国杀争霸,玩家006,5,胜,41
2026-01-21,三国杀争霸,玩家021,5,胜,41
2026-01-21,三国杀争霸,玩家031,5,平,41
2026-01-21,三国杀争霸,玩家006,4,负,65
2026-01-21,三国杀争霸,玩家028,4,负,65
2026-01-21,三国杀争霸,玩家007,4,平,65
2026-01-21,三国杀争霸,玩家023,4,胜,65
2026-01-21,三国杀争霸,玩家027,4,胜,65
2026-01-21,三国杀争霸,玩家041,4,平,65
2026-01-22,新手教学日,玩家029,1,胜,113
2026-01-22,新手教学日,玩家033,1,胜,113
2026-01-22,新手教学日,玩家004,1,平,113
2026-01-22,新手教学日,玩家001,1,平,113
2026-01-22,新手教学日,玩家043,1,胜,113
2026-01-22,新手教学日,玩家026,1,平,113
2026-01-22,新手教学日,玩家032,5,胜,103
2026-01-22,新手教学日,玩家013,5,负,103
2026-01-22,新手教学日,玩家001,5,负,103
2026-01-22,新手教学日,玩家008,5,胜,103
2026-01-22,新手教学日,玩家004,5,平,103
2026-01-22,新手教学日,玩家043,5,平,103
2026-01-22,新手教学日,玩家027,5,负,103
2026-01-22,新手教学日,玩家004,2,胜,104
2026-01-22,新手教学日,玩家029,2,平,104
2026-01-22,新手教学日,玩家026,2,平,104
2026-01-22,新手教学日,玩家030,2,胜,104
2026-01-22,新手教学日,玩家035,2,平,104
2026-01-22,新手教学日,玩家032,2,胜,104
2026-01-22,新手教学日,玩家008,2,负,104
2026-01-22,新手教学日,玩家013,2,胜,65
2026-01-22,新手教学日,玩家029,2,胜,65
2026-01-22,新手教学日,玩家034,2,负,65
2026-01-22,新手教学日,玩家033,2,胜,65
2026-01-22,新手教学日,玩家027,2,胜,65
2026-01-22,新手教学日,玩家001,3,负,69
2026-01-22,新手教学日,玩家008,3,负,69
2026-01-22,新手教学日,玩家034,3,胜,69
2026-01-22,新手教学日,玩家029,3,胜,69
2026-01-22,新手教学日,玩家004,3,平,69
2026-01-22,新手教学日,玩家035,3,负,69
2026-01-22,新手教学日,玩家034,1,负,103
2026-01-22,新手教学日,玩家043,1,负,103
2026-01-22,新手教学日,玩家024,1,平,103
2026-01-22,新手教学日,玩家032,1,平,103
2026-01-22,新手教学日,玩家013,1,胜,103
2026-01-22,新手教学日,玩家004,1,平,103
2026-01-22,新手教学日,玩家033,1,负,103
2026-01-22,新手教学日,玩家001,1,负,103
2026-01-23,三国杀争霸,玩家006,5,胜,97
2026-01-23,三国杀争霸,玩家027,5,平,97
2026-01-23,三国杀争霸,玩家015,5,胜,97
2026-01-23,三国杀争霸,玩家036,5,负,97
2026-01-23,三国杀争霸,玩家036,2,胜,39
2026-01-23,三国杀争霸,玩家006,2,胜,39
2026-01-23,三国杀争霸,玩家027,2,负,39
2026-01-23,三国杀争霸,玩家015,2,平,39
2026-01-23,三国杀争霸,玩家015,1,负,106
2026-01-23,三国杀争霸,玩家027,1,负,106
2026-01-23,三国杀争霸,玩家036,1,胜,106
2026-01-23,三国杀争霸,玩家006,1,平,106
2026-01-23,新手教学日,玩家044,4,平,37
2026-01-23,新手教学日,玩家019,4,平,37
2026-01-23,新手教学日,玩家018,4,胜,37
2026-01-23,新手教学日,玩家027,4,平,37
2026-01-23,新手教学日,玩家027,2,平,96
2026-01-23,新手教学日,玩家016,2,平,96
2026-01-23,新手教学日,玩家045,2,胜,96
2026-01-23,新手教学日,玩家025,2,平,96
2026-01-23,新手教学日,玩家031,3,胜,41
2026-01-23,新手教学日,玩家048,3,负,41
2026-01-23,新手教学日,玩家009,3,平,41
2026-01-23,新手教学日,玩家005,3,胜,41
2026-01-24,卡牌对战赛,玩家046,2,负,68
2026-01-24,卡牌对战赛,玩家021,2,胜,68
2026-01-24,卡牌对战赛,玩家025,2,胜,68
2026-01-24,卡牌对战赛,玩家016,2,胜,68
2026-01-24,卡牌对战赛,玩家015,2,胜,68
2026-01-24,卡牌对战赛,玩家003,2,平,68
2026-01-24,卡牌对战赛,玩家045,2,平,68
2026-01-24,卡牌对战赛,玩家010,2,平,68
2026-01-24,卡牌对战赛,玩家031,4,胜,96
2026-01-24,卡牌对战赛,玩家045,4,平,96
2026-01-24,卡牌对战赛,玩家016,4,平,96
2026-01-24,卡牌对战赛,玩家003,4,胜,96
2026-01-24,卡牌对战赛,玩家032,4,胜,96
2026-01-24,卡牌对战赛,玩家031,4,负,86
2026-01-24,卡牌对战赛,玩家021,4,负,86
2026-01-24,卡牌对战赛,玩家013,4,胜,86
2026-01-24,卡牌对战赛,玩家046,4,平,86
2026-01-24,卡牌对战赛,玩家027,4,平,86
2026-01-24,卡牌对战赛,玩家010,4,平,114
2026-01-24,卡牌对战赛,玩家003,4,平,114
2026-01-24,卡牌对战赛,玩家027,4,胜,114
2026-01-24,卡牌对战赛,玩家015,4,负,114
2026-01-24,卡牌对战赛,玩家031,4,胜,114
2026-01-24,卡牌对战赛,玩家010,3,胜,52
2026-01-24,卡牌对战赛,玩家037,3,胜,52
2026-01-24,卡牌对战赛,玩家045,3,平,52
2026-01-24,卡牌对战赛,玩家025,3,平,52
2026-01-24,卡牌对战赛,玩家031,3,胜,52
2026-01-24,卡牌对战赛,玩家021,3,平,52
2026-01-24,卡牌对战赛,玩家027,3,平,52
2026-01-24,卡牌对战赛,玩家013,1,负,39
2026-01-24,卡牌对战赛,玩家027,1,平,39
2026-01-24,卡牌对战赛,玩家046,1,平,39
2026-01-24,卡牌对战赛,玩家037,1,负,39
2026-01-24,卡牌对战赛,玩家015,1,负,39
2026-01-24,卡牌对战赛,玩家010,1,平,39
2026-01-24,卡牌对战赛,玩家031,1,负,39
2026-01-24,卡牌对战赛,玩家032,1,平,39
2026-01-25,家庭桌游日,玩家026,5,平,67
2026-01-25,家庭桌游日,玩家040,5,平,67
2026-01-25,家庭桌游日,玩家017,5,负,67
2026-01-25,家庭桌游日,玩家045,5,负,67
2026-01-25,家庭桌游日,玩家022,5,负,67
2026-01-25,家庭桌游日,玩家031,5,平,67
2026-01-25,家庭桌游日,玩家026,3,平,120
2026-01-25,家庭桌游日,玩家017,3,胜,120
2026-01-25,家庭桌游日,玩家031,3,胜,120
2026-01-25,家庭桌游日,玩家022,3,胜,120
2026-01-25,家庭桌游日,玩家040,3,平,120
2026-01-25,家庭桌游日,玩家045,3,负,120
2026-01-25,家庭桌游日,玩家045,3,负,38
2026-01-25,家庭桌游日,玩家031,3,平,38
2026-01-25,家庭桌游日,玩家017,3,负,38
2026-01-25,家庭桌游日,玩家040,3,胜,38
2026-01-25,家庭桌游日,玩家026,3,胜,38
2026-01-25,家庭桌游日,玩家022,3,负,38
2026-01-25,家庭桌游日,玩家031,2,平,98
2026-01-25,家庭桌游日,玩家045,2,平,98
2026-01-25,家庭桌游日,玩家026,2,负,98
2026-01-25,家庭桌游日,玩家022,2,平,98
2026-01-25,家庭桌游日,玩家017,2,平,98
2026-01-25,家庭桌游日,玩家040,2,胜,98
2026-01-25,策略桌游会,玩家040,4,平,24
2026-01-25,策略桌游会,玩家005,4,平,24
2026-01-25,策略桌游会,玩家016,4,平,24
2026-01-25,策略桌游会,玩家041,4,平,24
2026-01-25,策略桌游会,玩家044,4,胜,24
2026-01-25,策略桌游会,玩家040,5,负,31
2026-01-25,策略桌游会,玩家016,5,负,31
2026-01-25,策略桌游会,玩家044,5,负,31
2026-01-25,策略桌游会,玩家041,5,平,31
2026-01-25,策略桌游会,玩家005,5,负,31
2026-01-25,策略桌游会,玩家005,4,负,90
2026-01-25,策略桌游会,玩家040,4,平,90
2026-01-25,策略桌游会,玩家016,4,平,90
2026-01-25,策略桌游会,玩家041,4,平,90
2026-01-25,策略桌游会,玩家044,4,负,90
2026-01-26,策略桌游会,玩家002,3,负,20
2026-01-26,策略桌游会,玩家011,3,胜,20
2026-01-26,策略桌游会,玩家020,3,负,20
2026-01-26,策略桌游会,玩家021,3,平,20
2026-01-26,策略桌游会,玩家045,3,胜,20
2026-01-26,策略桌游会,玩家002,5,负,85
2026-01-26,策略桌游会,玩家045,5,平,85
2026-01-26,策略桌游会,玩家003,5,平,85
2026-01-26,策略桌游会,玩家029,5,负,85
2026-01-26,策略桌游会,玩家002,4,胜,81
2026-01-26,策略桌游会,玩家020,4,负,81
2026-01-26,策略桌游会,玩家011,4,胜,81
2026-01-26,策略桌游会,玩家045,4,负,81
2026-01-26,策略桌游会,玩家021,4,平,81
2026-01-26,策略桌游会,玩家003,4,胜,81
2026-01-26,策略桌游会,玩家029,4,平,81
2026-01-26,策略桌游会,玩家020,2,负,51
2026-01-26,策略桌游会,玩家045,2,胜,51
2026-01-26,策略桌游会,玩家002,2,负,51
2026-01-26,策略桌游会,玩家029,2,平,51
2026-01-26,策略桌游会,玩家003,2,平,51
2026-01-26,策略桌游会,玩家011,2,负,51
2026-01-27,新手教学日,玩家030,5,平,43
2026-01-27,新手教学日,玩家016,5,平,43
2026-01-27,新手教学日,玩家032,5,胜,43
2026-01-27,新手教学日,玩家006,5,负,43
2026-01-27,新手教学日,玩家025,5,平,43
2026-01-27,新手教学日,玩家040,2,平,51
2026-01-27,新手教学日,玩家025,2,负,51
2026-01-27,新手教学日,玩家006,2,胜,51
2026-01-27,新手教学日,玩家022,2,胜,51
2026-01-27,新手教学日,玩家035,2,胜,51
2026-01-27,周末欢乐局,玩家037,4,负,93
2026-01-27,周末欢乐局,玩家032,4,负,93
2026-01-27,周末欢乐局,玩家001,4,胜,93
2026-01-27,周末欢乐局,玩家015,4,平,93
2026-01-27,周末欢乐局,玩家018,4,负,93
2026-01-27,周末欢乐局,玩家043,4,负,93
2026-01-27,周末欢乐局,玩家050,4,胜,93
2026-01-27,周末欢乐局,玩家004,4,平,93
2026-01-27,周末欢乐局,玩家001,2,胜,89
2026-01-27,周末欢乐局,玩家032,2,平,89
2026-01-27,周末欢乐局,玩家026,2,负,89
2026-01-27,周末欢乐局,玩家018,2,负,89
2026-01-28,节日特别场,玩家013,4,胜,108
2026-01-28,节日特别场,玩家012,4,胜,108
2026-01-28,节日特别场,玩家027,4,平,108
2026-01-28,节日特别场,玩家021,4,胜,108
2026-01-28,节日特别场,玩家019,4,负,90
2026-01-28,节日特别场,玩家048,4,胜,90
2026-01-28,节日特别场,玩家012,4,负,90
2026-01-28,节日特别场,玩家027,4,负,90
2026-01-28,节日特别场,玩家021,4,平,90
2026-01-28,节日特别场,玩家013,4,负,90
2026-01-28,节日特别场,玩家027,3,负,66
2026-01-28,节日特别场,玩家013,3,负,66
2026-01-28,节日特别场,玩家021,3,负,66
2026-01-28,节日特别场,玩家012,3,胜,66
2026-01-28,节日特别场,玩家048,3,平,66
2026-01-29,深夜桌游局,玩家031,5,负,75
2026-01-29,深夜桌游局,玩家008,5,胜,75
2026-01-29,深夜桌游局,玩家005,5,胜,75
2026-01-29,深夜桌游局,玩家015,5,平,75
2026-01-29,深夜桌游局,玩家010,5,胜,75
2026-01-29,深夜桌游局,玩家019,4,平,100
2026-01-29,深夜桌游局,玩家005,4,平,100
2026-01-29,深夜桌游局,玩家022,4,平,100
2026-01-29,深夜桌游局,玩家031,4,负,100
2026-01-29,深夜桌游局,玩家008,4,负,47
2026-01-29,深夜桌游局,玩家017,4,负,47
2026-01-29,深夜桌游局,玩家022,4,平,47
2026-01-29,深夜桌游局,玩家010,4,胜,47
2026-01-29,深夜桌游局,玩家031,4,负,47
2026-01-29,深夜桌游局,玩家030,4,平,47
2026-01-30,桌游嘉年华,玩家031,3,平,64
2026-01-30,桌游嘉年华,玩家050,3,平,64
2026-01-30,桌游嘉年华,玩家030,3,胜,64
2026-01-30,桌游嘉年华,玩家024,3,平,64
2026-01-30,桌游嘉年华,玩家025,3,平,64
2026-01-30,桌游嘉年华,玩家044,3,平,64
2026-01-30,桌游嘉年华,玩家007,5,平,82
2026-01-30,桌游嘉年华,玩家031,5,负,82
2026-01-30,桌游嘉年华,玩家015,5,胜,82
2026-01-30,桌游嘉年华,玩家040,5,负,82
2026-01-30,桌游嘉年华,玩家050,5,平,82
2026-01-30,桌游嘉年华,玩家017,3,胜,71
2026-01-30,桌游嘉年华,玩家038,3,胜,71
2026-01-30,桌游嘉年华,玩家015,3,胜,71
2026-01-30,桌游嘉年华,玩家025,3,负,71
2026-01-30,桌游嘉年华,玩家040,3,胜,71
2026-01-30,桌游嘉年华,玩家007,3,负,71
2026-01-30,桌游嘉年华,玩家002,3,负,71
2026-01-30,桌游嘉年华,玩家002,3,平,115
2026-01-30,桌游嘉年华,玩家050,3,平,115
2026-01-30,桌游嘉年华,玩家021,3,负,115
2026-01-30,桌游嘉年华,玩家030,3,负,115
2026-01-30,桌游嘉年华,玩家036,3,胜,115
2026-01-30,桌游嘉年华,玩家038,3,胜,115
2026-01-31,卡牌对战赛,玩家040,2,负,41
2026-01-31,卡牌对战赛,玩家050,2,胜,41
2026-01-31,卡牌对战赛,玩家018,2,胜,41
2026-01-31,卡牌对战赛,玩家027,2,胜,41
2026-01-31,卡牌对战赛,玩家042,2,负,41
2026-01-31,卡牌对战赛,玩家027,5,胜,117
2026-01-31,卡牌对战赛,玩家018,5,胜,117
2026-01-31,卡牌对战赛,玩家032,5,负,117
2026-01-31,卡牌对战赛,玩家040,5,平,117
2026-01-31,周末欢乐局,玩家008,1,平,36
2026-01-31,周末欢乐局,玩家013,1,胜,36
2026-01-31,周末欢乐局,玩家022,1,胜,36
2026-01-31,周末欢乐局,玩家002,1,胜,36
2026-01-31,周末欢乐局,玩家016,1,平,36
2026-01-31,周末欢乐局,玩家043,1,负,36
2026-01-31,周末欢乐局,玩家018,1,负,36
2026-01-31,周末欢乐局,玩家022,4,平,42
2026-01-31,周末欢乐局,玩家014,4,平,42
2026-01-31,周末欢乐局,玩家008,4,负,42
2026-01-31,周末欢乐局,玩家016,4,平,42
2026-01-31,周末欢乐局,玩家043,4,平,42
2026-01-31,周末欢乐局,玩家018,4,平,42
2026-01-31,周末欢乐局,玩家002,4,平,42
2026-01-31,周末欢乐局,玩家039,4,负,31
2026-01-31,周末欢乐局,玩家016,4,负,31
2026-01-31,周末欢乐局,玩家014,4,负,31
2026-01-31,周末欢乐局,玩家008,4,负,31
2026-01-31,周末欢乐局,玩家030,4,负,31
2026-01-31,周末欢乐局,玩家043,4,胜,31
2026-01-31,周末欢乐局,玩家050,4,负,31
2026-01-31,周末欢乐局,玩家013,4,胜,31
2026-02-01,策略桌游会,玩家002,5,负,108
2026-02-01,策略桌游会,玩家012,5,负,108
2026-02-01,策略桌游会,玩家008,5,负,108
2026-02-01,策略桌游会,玩家043,5,胜,108
2026-02-01,策略桌游会,玩家035,5,负,108
2026-02-01,策略桌游会,玩家008,3,胜,70
2026-02-01,策略桌游会,玩家009,3,胜,70
2026-02-01,策略桌游会,玩家035,3,平,70
2026-02-01,策略桌游会,玩家043,3,平,70
2026-02-01,策略桌游会,玩家012,3,平,70
2026-02-01,策略桌游会,玩家002,3,负,70
2026-02-01,策略桌游会,玩家017,3,负,70
2026-02-01,策略桌游会,玩家001,3,胜,70
2026-02-02,新手教学日,玩家008,1,胜,72
2026-02-02,新手教学日,玩家005,1,胜,72
2026-02-02,新手教学日,玩家029,1,胜,72
2026-02-02,新手教学日,玩家034,1,胜,72
2026-02-02,新手教学日,玩家031,1,负,72
2026-02-02,新手教学日,玩家024,1,胜,72
2026-02-02,新手教学日,玩家027,1,平,72
2026-02-02,新手教学日,玩家024,4,胜,39
2026-02-02,新手教学日,玩家034,4,平,39
2026-02-02,新手教学日,玩家031,4,胜,39
2026-02-02,新手教学日,玩家005,4,胜,39
2026-02-02,新手教学日,玩家008,4,胜,39
2026-02-02,新手教学日,玩家048,4,负,39
2026-02-02,新手教学日,玩家027,4,负,39
2026-02-02,新手教学日,玩家029,4,胜,39
2026-02-02,新手教学日,玩家008,4,胜,83
2026-02-02,新手教学日,玩家048,4,负,83
2026-02-02,新手教学日,玩家027,4,负,83
2026-02-02,新手教学日,玩家029,4,负,83
2026-02-02,新手教学日,玩家024,4,负,27
2026-02-02,新手教学日,玩家031,4,负,27
2026-02-02,新手教学日,玩家048,4,胜,27
2026-02-02,新手教学日,玩家034,4,平,27
2026-02-02,新手教学日,玩家029,4,负,27
2026-02-02,新手教学日,玩家008,4,胜,27
2026-02-03,策略桌游会,玩家020,3,胜,24
2026-02-03,策略桌游会,玩家002,3,负,24
2026-02-03,策略桌游会,玩家028,3,平,24
2026-02-03,策略桌游会,玩家006,3,胜,24
2026-02-03,策略桌游会,玩家010,3,平,24
2026-02-03,策略桌游会,玩家037,3,平,24
2026-02-03,策略桌游会,玩家005,3,胜,24
2026-02-03,策略桌游会,玩家032,4,负,101
2026-02-03,策略桌游会,玩家029,4,胜,101
2026-02-03,策略桌游会,玩家031,4,负,101
2026-02-03,策略桌游会,玩家030,4,胜,101
2026-02-03,策略桌游会,玩家002,4,平,101
2026-02-03,策略桌游会,玩家004,4,胜,101
2026-02-03,策略桌游会,玩家028,4,胜,101
2026-02-03,策略桌游会,玩家029,2,胜,51
2026-02-03,策略桌游会,玩家020,2,胜,51
2026-02-03,策略桌游会,玩家031,2,平,51
2026-02-03,策略桌游会,玩家007,2,平,51
2026-02-03,策略桌游会,玩家002,2,负,51
2026-02-03,策略桌游会,玩家026,2,平,51
2026-02-03,策略桌游会,玩家006,2,平,51
2026-02-04,周末欢乐局,玩家017,3,平,107
2026-02-04,周末欢乐局,玩家043,3,负,107
2026-02-04,周末欢乐局,玩家031,3,平,107
2026-02-04,周末欢乐局,玩家021,3,胜,107
2026-02-04,周末欢乐局,玩家041,1,胜,82
2026-02-04,周末欢乐局,玩家043,1,负,82
2026-02-04,周末欢乐局,玩家040,1,平,82
2026-02-04,周末欢乐局,玩家005,1,平,82
2026-02-04,周末欢乐局,玩家021,1,负,82
2026-02-04,周末欢乐局,玩家050,1,负,82
2026-02-04,周末欢乐局,玩家040,2,胜,52
2026-02-04,周末欢乐局,玩家044,2,负,52
2026-02-04,周末欢乐局,玩家010,2,平,52
2026-02-04,周末欢乐局,玩家043,2,负,52
2026-02-04,三国杀争霸,玩家036,3,负,79
2026-02-04,三国杀争霸,玩家031,3,平,79
2026-02-04,三国杀争霸,玩家033,3,平,79
2026-02-04,三国杀争霸,玩家049,3,胜,79
2026-02-04,三国杀争霸,玩家037,3,胜,79
2026-02-04,三国杀争霸,玩家010,3,平,79
2026-02-04,三国杀争霸,玩家015,3,胜,79
2026-02-04,三国杀争霸,玩家024,3,负,79
2026-02-04,三国杀争霸,玩家015,3,胜,113
2026-02-04,三国杀争霸,玩家010,3,胜,113
2026-02-04,三国杀争霸,玩家031,3,平,113
2026-02-04,三国杀争霸,玩家023,3,负,113
2026-02-04,三国杀争霸,玩家024,3,平,113
2026-02-04,三国杀争霸,玩家043,3,胜,113
2026-02-04,三国杀争霸,玩家050,3,平,87
2026-02-04,三国杀争霸,玩家015,3,负,87
2026-02-04,三国杀争霸,玩家043,3,平,87
2026-02-04,三国杀争霸,玩家033,3,胜,87
2026-02-04,三国杀争霸,玩家010,5,平,86
2026-02-04,三国杀争霸,玩家043,5,胜,86
2026-02-04,三国杀争霸,玩家050,5,胜,86
2026-02-04,三国杀争霸,玩家024,5,胜,86
2026-02-04,三国杀争霸,玩家007,5,胜,86
2026-02-04,三国杀争霸,玩家015,5,胜,86
2026-02-04,三国杀争霸,玩家031,2,平,93
2026-02-04,三国杀争霸,玩家033,2,负,93
2026-02-04,三国杀争霸,玩家007,2,平,93
2026-02-04,三国杀争霸,玩家023,2,负,93
2026-02-04,三国杀争霸,玩家036,5,胜,29
2026-02-04,三国杀争霸,玩家049,5,胜,29
2026-02-04,三国杀争霸,玩家014,5,平,29
2026-02-04,三国杀争霸,玩家023,5,负,29
2026-02-04,三国杀争霸,玩家010,5,胜,29
2026-02-04,三国杀争霸,玩家033,5,负,29
2026-02-04,三国杀争霸,玩家050,5,平,29
2026-02-04,三国杀争霸,玩家015,5,胜,29
2026-02-05,节日特别场,玩家001,5,负,29
2026-02-05,节日特别场,玩家018,5,胜,29
2026-02-05,节日特别场,玩家012,5,胜,29
2026-02-05,节日特别场,玩家023,5,平,29
2026-02-05,节日特别场,玩家020,5,胜,29
2026-02-05,节日特别场,玩家010,5,胜,29
2026-02-05,节日特别场,玩家037,5,平,29
2026-02-05,节日特别场,玩家012,2,胜,115
2026-02-05,节日特别场,玩家022,2,平,115
2026-02-05,节日特别场,玩家045,2,平,115
2026-02-05,节日特别场,玩家023,2,负,115
2026-02-05,节日特别场,玩家037,2,平,115
2026-02-05,节日特别场,玩家001,2,负,115
2026-02-05,节日特别场,玩家020,2,平,115
2026-02-05,节日特别场,玩家010,2,平,115
2026-02-05,节日特别场,玩家020,4,负,84
2026-02-05,节日特别场,玩家037,4,平,84
2026-02-05,节日特别场,玩家023,4,胜,84
2026-02-05,节日特别场,玩家022,4,平,84
2026-02-05,节日特别场,玩家001,5,平,75
2026-02-05,节日特别场,玩家037,5,负,75
2026-02-05,节日特别场,玩家023,5,平,75
2026-02-05,节日特别场,玩家020,5,胜,75
2026-02-05,节日特别场,玩家010,5,平,75
2026-02-05,节日特别场,玩家022,5,平,75
2026-02-05,节日特别场,玩家012,5,胜,75
2026-02-06,新手教学日,玩家042,5,负,24
2026-02-06,新手教学日,玩家029,5,平,24
2026-02-06,新手教学日,玩家032,5,胜,24
2026-02-06,新手教学日,玩家039,5,平,24
2026-02-06,新手教学日,玩家022,5,胜,24
2026-02-06,新手教学日,玩家036,5,负,24
2026-02-06,新手教学日,玩家006,1,平,55
2026-02-06,新手教学日,玩家039,1,平,55
2026-02-06,新手教学日,玩家049,1,平,55
2026-02-06,新手教学日,玩家022,1,平,55
2026-02-06,新手教学日,玩家043,1,平,55
2026-02-06,新手教学日,玩家042,1,胜,55
2026-02-06,新手教学日,玩家029,1,负,53
2026-02-06,新手教学日,玩家042,1,平,53
2026-02-06,新手教学日,玩家021,1,胜,53
2026-02-06,新手教学日,玩家024,1,胜,53
2026-02-06,新手教学日,玩家024,3,负,61
2026-02-06,新手教学日,玩家043,3,胜,61
2026-02-06,新手教学日,玩家039,3,负,61
2026-02-06,新手教学日,玩家042,3,平,61
2026-02-06,新手教学日,玩家011,3,平,61
2026-02-06,新手教学日,玩家029,3,平,61
2026-02-06,新手教学日,玩家010,1,负,75
2026-02-06,新手教学日,玩家011,1,胜,75
2026-02-06,新手教学日,玩家043,1,胜,75
2026-02-06,新手教学日,玩家032,1,平,75
2026-02-06,新手教学日,玩家028,1,平,75
2026-02-06,新手教学日,玩家022,1,平,75
2026-02-06,新手教学日,玩家037,1,胜,75
2026-02-06,新手教学日,玩家042,1,平,75
2026-02-06,家庭桌游日,玩家014,1,平,84
2026-02-06,家庭桌游日,玩家020,1,胜,84
2026-02-06,家庭桌游日,玩家009,1,胜,84
2026-02-06,家庭桌游日,玩家050,1,胜,84
2026-02-06,家庭桌游日,玩家014,4,负,120
2026-02-06,家庭桌游日,玩家009,4,胜,120
2026-02-06,家庭桌游日,玩家020,4,胜,120
2026-02-06,家庭桌游日,玩家050,4,负,120
2026-02-06,家庭桌游日,玩家014,1,负,30
2026-02-06,家庭桌游日,玩家050,1,平,30
2026-02-06,家庭桌游日,玩家020,1,负,30
2026-02-06,家庭桌游日,玩家009,1,平,30
2026-02-06,家庭桌游日,玩家009,2,平,70
2026-02-06,家庭桌游日,玩家050,2,平,70
2026-02-06,家庭桌游日,玩家014,2,胜,70
2026-02-06,家庭桌游日,玩家020,2,平,70
2026-02-06,家庭桌游日,玩家020,5,负,119
2026-02-06,家庭桌游日,玩家014,5,负,119
2026-02-06,家庭桌游日,玩家050,5,平,119
2026-02-06,家庭桌游日,玩家009,5,平,119
2026-02-07,家庭桌游日,玩家012,1,负,61
2026-02-07,家庭桌游日,玩家048,1,平,61
2026-02-07,家庭桌游日,玩家028,1,平,61
2026-02-07,家庭桌游日,玩家032,1,胜,61
2026-02-07,家庭桌游日,玩家028,3,胜,76
2026-02-07,家庭桌游日,玩家012,3,胜,76
2026-02-07,家庭桌游日,玩家048,3,胜,76
2026-02-07,家庭桌游日,玩家032,3,平,76
2026-02-07,桌游嘉年华,玩家005,2,胜,56
2026-02-07,桌游嘉年华,玩家043,2,负,56
2026-02-07,桌游嘉年华,玩家002,2,平,56
2026-02-07,桌游嘉年华,玩家026,2,胜,56
2026-02-07,桌游嘉年华,玩家027,3,负,86
2026-02-07,桌游嘉年华,玩家036,3,平,86
2026-02-07,桌游嘉年华,玩家021,3,负,86
2026-02-07,桌游嘉年华,玩家028,3,平,86
2026-02-07,桌游嘉年华,玩家019,3,平,86
